"entity","instrument","underlying","underlying_price","strike_price","conversion_factor","expiry","portfolio","instrument_type","call_put","currency","position","reporting_date","quantity","average_price","market_price","market_value","new_trade","upld","uplm","uply","rpld","rplm","rply","tpld","tplm","tply","dividends","delisted_date","hkats_code"
"HTISEC - EDD","390 HK Equity","390 HK Equity","5.5800","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","5.5800","0","-53507.5300","0","0","0","0","0","-53507.5300","0","0","-53507.5300","0","","390@XHKG"
"HTISEC - EDD","2208 HK Equity","2208 HK Equity","10.5400","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","10400","10.8238","10.5400","109616.0000","-7610.6600","-848.0000","-2592.0000","-2952.0000","-2567.2500","-13236.0600","-4658.6600","-3415.2500","-15828.0600","-7610.6600","0","","2208@XHKG"
"HTISEC - EDD","2238 HK Equity","2238 HK Equity","9.0600","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","9.0600","0","86691.7700","0","0","0","0","0","86691.7700","0","0","86691.7700","0","","2238@XHKG"
"HTISEC - EDD","1800 HK Equity","1800 HK Equity","8.5800","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","5000","8.9920","8.5800","42900.0000","-24191.6100","-1300.0000","-1780.0000","-2060.0000","0","349.2600","-22131.6100","-1300.0000","-1430.7400","-24191.6100","0","","1800@XHKG"
"HTISEC - EDD","2328 HK Equity","2328 HK Equity","13.7200","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","13.7200","0","-491.6300","0","0","0","0","0","-491.6300","0","0","-491.6300","0","","2328@XHKG"
"HTISEC - EDD","2883 HK Equity","2883 HK Equity","6.4600","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","6.4600","0","922.6900","0","0","0","0","0","922.6900","0","0","922.6900","0","","2883@XHKG"
"HTISEC - EDD","27232 HK Equity","2357 HK Equity","5.2200","6.18","0.1","29/9/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-879000","0.2061","0.1161","-102090.9606","169518.0290","4229.9466","14072.8927","79084.0394","0","-292.6400","3379.9800","4229.9466","13780.2527","82464.0194","0","","27232@XHKG"
"HTISEC - EDD","26815 HK Equity","2238 HK Equity","9.0600","8.20","0.1","27/11/2017","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.1242","0","-74021.2200","0","0","0","0","0","-74021.2200","0","0","-74021.2200","0","","26815@XHKG"
"HTISEC - EDD","26780 HK Equity","1800 HK Equity","8.5800","9.00","0.1","30/10/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-90000","0.2110","0.1041","-9369.4390","5111.5776","-1435.7512","-894.1802","9620.5610","1955.0500","3002.4800","-8223.6700","519.2988","2108.2998","1396.8910","0","","26780@XHKG"
"HTISEC - EDD","27331 HK Equity","390 HK Equity","5.5800","6.68","1.0","31/10/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.1572","0","29178.6400","0","0","0","-1.8400","-216.3900","29178.6400","-1.8400","-216.3900","29178.6400","0","","27331@XHKG"
"HTISEC - EDD","27329 HK Equity","729 HK Equity","0.4350","0.60","1.0","18/10/2018","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-80000","0.2438","0.1177","-9412.2430","23391.3506","927.6639","715.9623","10092.7570","0","0","4826.6400","927.6639","715.9623","14919.3970","0","","27329@XHKG"
"HTISEC - EDD","27330 HK Equity","3818 HK Equity","1.3800","2.00","1.0","30/3/2017","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.0266","0","4926.9000","0","0","0","58.2200","-42.5600","4926.9000","58.2200","-42.5600","4926.9000","0","","27330@XHKG"
"HTISEC - EDD","27333 HK Equity","670 HK Equity","4.1100","5.89","0.1","25/4/2018","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-800000","0.1104","0.0668","-53417.4519","88878.4594","4224.5782","32620.6512","34902.5481","479.0400","586.9900","5234.3900","4703.6182","33207.6412","40136.9381","0","","27333@XHKG"
"HTISEC - EDD","27328 HK Equity","5 HK Equity","47.9000","48.90","0.1","29/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-232000","0.2259","0.2036","-47243.7422","142528.7585","-3335.2449","-2670.6577","5156.2578","14716.6600","24198.5700","127892.7200","11381.4151","21527.9123","133048.9778","0","","27328@XHKG"
"HTISEC - EDD","883 HK Equity","883 HK Equity","9.3900","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","40000","9.4020","9.3900","375375.0000","-58463.3400","480.0000","-620.0000","-480.0000","-3709.4000","2141.6000","-57983.3400","-3229.4000","1521.6000","-58463.3400","-225.0000","","883@XHKG"
"HTISEC - EDD","941 HK Equity","941 HK Equity","87.3000","0","0","","EDD Warrant Trading","Equity","","HKD","S","2016-06-13","-8000","87.3000","87.3000","-705396.6000","-37846.1500","-13850.0000","875.0000","0","31198.2400","-18165.2100","-37846.1500","17348.2400","-17290.2100","-37846.1500","-6996.6000","","941@XHKG"
"HTISEC - EDD","1088 HK Equity","1088 HK Equity","12.5200","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","26000","12.4985","12.5200","325520.0000","-34351.4800","-8160.0000","6020.0000","560.0000","-867.5100","-3754.8100","-34911.4800","-9027.5100","2265.1900","-34351.4800","0","","1088@XHKG"
"HTISEC - EDD","26819 HK Equity","857 HK Equity","5.4100","6.68","1.0","30/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-10000","0.2320","0.0507","-506.6407","30767.6920","330.8556","92.8071","1813.3593","0","0","28513.0300","330.8556","92.8071","30326.3893","0","","26819@XHKG"
"HTISEC - EDD","27136 HK Equity","658 HK Equity","5.5300","6.88","0.1","18/1/2018","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-20000","0.1830","0.0346","-691.6042","-4401.0203","-3165.9629","-184.4260","2968.3958","259.7200","-963.6200","-7728.3600","-2906.2429","-1148.0460","-4759.9642","0","","27136@XHKG"
"HTISEC - EDD","3988 HK Equity","3988 HK Equity","3.1900","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","48000","3.2304","3.1900","153120.0000","-374.8400","-3360.0000","-4170.0000","-1940.0000","0","6375.5700","1565.1600","-3360.0000","2205.5700","-374.8400","0","","3988@XHKG"
"HTISEC - EDD","700 HK Equity","700 HK Equity","169.5000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","20800","173.5548","169.5000","3525600.0000","-22442.9400","-109090.0000","-135230.0000","-84340.0000","-16562.8700","25926.0000","61897.0600","-125652.8700","-109304.0000","-22442.9400","25333.0000","","700@XHKG"
"HTISEC - EDD","857 HK Equity","857 HK Equity","5.4100","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","2000","5.7100","5.4100","13475.0000","-69165.7800","-500.0000","-580.0000","-600.0000","0","18307.6500","-68565.7800","-500.0000","17727.6500","-69165.7800","2655.0000","","857@XHKG"
"HTISEC - EDD","1398 HK Equity","1398 HK Equity","4.1100","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","26000","4.2500","4.1100","106860.0000","-53889.6800","-2060.0000","-3690.0000","-3640.0000","-1153.7900","-1305.5900","-50249.6800","-3213.7900","-4995.5900","-53889.6800","0","","1398@XHKG"
"HTISEC - EDD","2628 HK Equity","2628 HK Equity","16.6000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","15000","16.9773","16.6000","262872.9960","-360686.3140","-1400.0000","-1600.0000","-5660.0000","-4755.2900","-2697.9740","-355026.3140","-6155.2900","-4297.9740","-360686.3140","13872.9960","","2628@XHKG"
"HTISEC - EDD","386 HK Equity","386 HK Equity","5.3800","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","5.3800","0","-44465.9500","0","80.0000","0","0","1990.8500","-44465.9500","0","2070.8500","-44465.9500","0","","386@XHKG"
"HTISEC - EDD","388 HK Equity","388 HK Equity","183.4000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","116966","183.7789","183.4000","21451564.4000","-637084.4200","-363821.0000","-395379.7300","-44319.7300","-2349.7600","125976.8800","-592764.6900","-366170.7600","-269402.8500","-637084.4200","0","","388@XHKG"
"HTISEC - EDD","1299 HK Equity","1299 HK Equity","44.9500","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","18400","46.1842","44.9500","827080.0000","-20728.0100","-26470.0000","-46390.0000","-22710.0000","-10019.2600","22671.3900","1981.9900","-36489.2600","-23718.6100","-20728.0100","816.0000","","1299@XHKG"
"HTISEC - EDD","688 HK Equity","688 HK Equity","23.6500","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","23.6500","0","-88965.9800","1100.0000","1300.0000","0","-1750.6200","18679.9100","-88965.9800","-650.6200","19979.9100","-88965.9800","22960.0000","","688@XHKG"
"HTISEC - EDD","27 HK Equity","27 HK Equity","24.0000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","0","0.0000","24.0000","0","-59298.1600","0","0","0","0","-645.4500","-59298.1600","0","-645.4500","-59298.1600","21300.0000","","27@XHKG"
"HTISEC - EDD","6837 HK Equity","6837 HK Equity","12.4400","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","83600","12.8589","12.4400","1039984.0000","-199843.9800","944.0000","-21736.0000","-35016.0000","-51469.3600","-29571.1500","-164827.9800","-50525.3600","-51307.1500","-199843.9800","0","","6837@XHKG"
"HTISEC - EDD","2318 HK Equity","2318 HK Equity","34.1000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","72000","34.5903","34.1000","2455200.0000","-1050829.2300","-59300.0000","-88650.0000","-35300.0000","-3148.9200","57504.4000","-1015529.2300","-62448.9200","-31145.6000","-1050829.2300","0","","2318@XHKG"
"HTISEC - EDD","5 HK Equity","5 HK Equity","47.9000","0","0","","EDD Warrant Trading","Equity","","HKD","L","2016-06-13","287600","50.5125","47.9000","14191836.9920","-749847.5280","-458980.0000","-1892700.0000","-751360.0000","-86457.5340","434327.5980","1512.4720","-545437.5340","-1458372.4020","-749847.5280","415796.9920","","5@XHKG"
"HTISEC - EDD","26899 HK Equity","27 HK Equity","24.0000","31.88","0.1","30/8/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-10000","0.0260","0.0140","-139.5781","-85595.2013","-507.1893","-683.1677","120.4219","449.5600","-1011.1000","-85854.5000","-57.6293","-1694.2677","-85734.0781","0","","26899@XHKG"
"HTISEC - EDD","27134 HK Equity","386 HK Equity","5.3800","5.69","1.0","26/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.2007","0","-51077.7700","0","0","0","215.1300","3166.0200","-51077.7700","215.1300","3166.0200","-51077.7700","0","","27134@XHKG"
"HTISEC - EDD","27225 HK Equity","857 HK Equity","5.4100","5.68","1.0","18/10/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.2885","0","-31158.0300","0","-1956.5910","0","249.5300","-20039.8000","-31158.0300","249.5300","-21996.3910","-31158.0300","0","","27225@XHKG"
"HTISEC - EDD","27197 HK Equity","1363 HK Equity","2.0800","2.88","1.0","18/1/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-12000","0.2480","0.3081","-3697.7496","-7209.2396","408.3473","970.7201","-721.7496","0","0","-10156.3800","408.3473","970.7201","-10878.1296","0","","27197@XHKG"
"HTISEC - EDD","26778 HK Equity","883 HK Equity","9.3900","10.88","0.1","28/5/2018","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-930000","0.1310","0.0823","-76578.3271","38846.0684","35066.4740","29717.2724","45251.6729","1998.3100","-6509.8700","-33408.7600","37064.7840","23207.4024","11842.9129","0","","26778@XHKG"
"HTISEC - EDD","26886 HK Equity","2822 HK Equity","10.6600","12.18","0.1","28/9/2018","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.0782","0","-47154.2700","0","0","0","-10.7600","-5402.1300","-47154.2700","-10.7600","-5402.1300","-47154.2700","0","","26886@XHKG"
"HTISEC - EDD","26905 HK Equity","1299 HK Equity","44.9500","35.85","0.1","28/10/2016","EDD Warrant Trading","Listed Warrant","P","HKD","L","2016-06-13","0","0.0000","0.0478","0","-3396.8600","0","0","0","0","0","-3396.8600","0","0","-3396.8600","0","","26905@XHKG"
"HTISEC - EDD","26641 HK Equity","388 HK Equity","183.4000","178.00","0.01","30/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-13360000","0.1705","0.1125","-1502505.8837","165683.3841","32691.4870","415896.3974","775764.1163","152117.3100","-202646.9500","-665376.2500","184808.7970","213249.4474","110387.8663","0","","26641@XHKG"
"HTISEC - EDD","27193 HK Equity","27 HK Equity","24.0000","40.00","0.1","28/11/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.0080","0","-16403.6200","0","0","0","0","0","-16403.6200","0","0","-16403.6200","0","","27193@XHKG"
"HTISEC - EDD","27137 HK Equity","700 HK Equity","169.5000","173.00","0.01","3/4/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-10000","0.1680","0.1374","-1374.4284","-93402.4726","-25.3485","-4289.1779","305.5716","932.5200","1976.3600","-94026.9700","907.1715","-2312.8179","-93721.3984","0","","27137@XHKG"
"HTISEC - EDD","26903 HK Equity","688 HK Equity","23.6500","28.93","0.1","7/11/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.0550","0","-65496.5000","0","-48108.6372","0","0","-26165.8200","-65496.5000","0","-74274.4572","-65496.5000","0","","26903@XHKG"
"HTISEC - EDD","26775 HK Equity","700 HK Equity","169.5000","160.00","0.01","30/12/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-3300000","0.2018","0.1785","-589097.6438","111771.3683","-7722.5215","9548.8421","76692.3562","133641.5400","77756.0600","-53206.1500","125919.0185","87304.9021","23486.2062","0","","26775@XHKG"
"HTISEC - EDD","27234 HK Equity","2628 HK Equity","16.6000","19.82","0.1","21/12/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-500000","0.0690","0.0459","-22940.9730","189051.0258","-7721.3286","-23547.2914","11559.0270","11689.6100","7404.1900","161460.0300","3968.2814","-16143.1014","173019.0570","0","","27234@XHKG"
"HTISEC - EDD","26818 HK Equity","3988 HK Equity","3.1900","3.08","1.0","29/8/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-90000","0.1764","0.0834","-7508.2952","-57175.3298","2476.6287","3186.9672","8367.7048","0","-6861.9200","-57082.9900","2476.6287","-3674.9528","-48715.2852","0","","26818@XHKG"
"HTISEC - EDD","26885 HK Equity","2822 HK Equity","10.6600","10.90","0.1","28/11/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-530000","0.0777","0.0655","-34737.4551","-18865.5231","6001.4740","5513.7133","6432.5449","-2559.1900","-6237.3000","-35168.1600","3442.2840","-723.5867","-28735.6151","0","","26885@XHKG"
"HTISEC - EDD","26813 HK Equity","1398 HK Equity","4.1100","4.35","1.0","30/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-30000","0.1150","0.0323","-967.5522","-7906.9461","270.5352","1434.3392","2482.4478","0","-1166.8300","-8720.4600","270.5352","267.5092","-6238.0122","0","","26813@XHKG"
"HTISEC - EDD","27200 HK Equity","6837 HK Equity","12.4400","16.18","0.1","27/1/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-32000","0.0930","0.0346","-1106.6743","344.4606","-412.9145","-567.0499","1869.3257","786.2200","927.0600","-2489.8700","373.3055","360.0101","-620.5443","0","","27200@XHKG"
"HTISEC - EDD","26643 HK Equity","6837 HK Equity","12.4400","13.88","0.1","30/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-2636000","0.0654","0.0570","-150124.3875","325455.3973","-38201.6751","-17782.9229","22395.6125","69614.3900","76239.9200","183897.3400","31412.7149","58456.9971","206292.9525","0","","26643@XHKG"
"HTISEC - EDD","27230 HK Equity","700 HK Equity","169.5000","149.90","0.01","24/1/2017","EDD Warrant Trading","Listed Warrant","P","HKD","S","2016-06-13","-910000","0.0768","0.0524","-47707.9796","11372.1845","1327.3547","10692.2555","22222.0204","-18816.0900","-9159.1500","-30525.8400","-17488.7353","1533.1055","-8303.8196","0","","27230@XHKG"
"HTISEC - EDD","26902 HK Equity","388 HK Equity","183.4000","188.00","0.01","28/12/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-2510000","0.1387","0.1134","-284596.0827","170793.0181","55076.1052","42585.5065","63593.9173","7186.8500","-2888.8700","41710.6700","62262.9552","39696.6365","105304.5873","0","","26902@XHKG"
"HTISEC - EDD","26774 HK Equity","5 HK Equity","47.9000","52.00","0.1","30/8/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-11772000","0.1133","0.0772","-908952.7428","304621.8453","380801.5610","2042455.2572","425311.2572","5502.4200","-527217.2200","-482040.9500","386303.9810","1515238.0372","-56729.6928","0","","26774@XHKG"
"HTISEC - EDD","26814 HK Equity","2318 HK Equity","34.1000","38.50","0.1","29/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-5070000","0.0769","0.0638","-323690.6785","1628247.3169","107837.3049","127849.5800","66254.3215","1240.6500","-18253.3400","1369174.1600","109077.9549","109596.2400","1435428.4815","0","","26814@XHKG"
"HTISEC - EDD","27231 HK Equity","2208 HK Equity","10.5400","13.88","0.1","31/3/2017","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-216000","0.2308","0.1139","-24593.2820","60231.8530","2061.8462","17612.8621","25266.7180","0","8038.2600","11601.7300","2061.8462","25651.1221","36868.4480","0","","27231@XHKG"
"HTISEC - EDD","26890 HK Equity","2822 HK Equity","10.6600","11.60","0.1","1/2/2017","EDD Warrant Trading","Listed Warrant","P","HKD","S","2016-06-13","-922000","0.1938","0.1616","-149018.4891","47423.9378","-14633.1899","-34961.4436","29619.5109","0","1824.8100","-13747.6700","-14633.1899","-33136.6336","15871.8409","0","","26890@XHKG"
"HTISEC - EDD","26779 HK Equity","941 HK Equity","87.3000","93.88","0.1","4/7/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-360000","0.0860","0.0108","-3881.4356","-203433.4463","6826.8192","30693.0729","27078.5644","0","-36440.8700","-230428.1900","6826.8192","-5747.7971","-203349.6256","0","","26779@XHKG"
"HTISEC - EDD","27201 HK Equity","1088 HK Equity","12.5200","13.98","0.1","29/12/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-695000","0.0879","0.0582","-40482.5481","31977.8322","1311.5774","-9918.1400","20602.4519","9661.2300","1249.7900","-11332.2500","10972.8074","-8668.3500","9270.2019","0","","27201@XHKG"
"HTISEC - EDD","27194 HK Equity","941 HK Equity","87.3000","104.88","0.1","29/12/2016","EDD Warrant Trading","Listed Warrant","C","HKD","L","2016-06-13","0","0.0000","0.0858","0","-20020.5900","0","0","0","3623.6400","-11948.8100","-20020.5900","3623.6400","-11948.8100","-20020.5900","0","","27194@XHKG"
"HTISEC - EDD","26904 HK Equity","1299 HK Equity","44.9500","46.88","0.1","30/9/2016","EDD Warrant Trading","Listed Warrant","C","HKD","S","2016-06-13","-480000","0.2392","0.1416","-67948.0527","-220848.9756","25937.2730","35156.4455","46861.9473","6739.4100","-21717.5900","-279329.9100","32676.6830","13438.8555","-232467.9627","0","","26904@XHKG"
"HTISEC - EDD","2823 HK Equity","2823 HK Equity","9.5500","0","0","","EDD Market Making 2","ETF","","HKD","S","2016-06-13","-1500","9.5600","9.5500","-14325.0000","606.0000","-240.0000","765.0000","15.0000","-270.0000","21.0000","591.0000","-510.0000","786.0000","606.0000","0","","2823@XHKG"
"HTISEC - EDD","2822 HK Equity","2822 HK Equity","10.6600","0","0","","EDD Market Making 2","ETF","","HKD","L","2016-06-13","55800","10.9342","10.6600","594828.0000","-15244.7700","-9416.0000","-19016.0000","-15300.0000","-2100.0000","-4992.0000","55.2300","-11516.0000","-24008.0000","-15244.7700","0","","2822@XHKG"
"HTISEC - EDD","2822 HK Equity","2822 HK Equity","10.6600","0","0","","EDD Market Making 1","ETF","","HKD","L","2016-06-13","10000","11.3600","10.6600","106600.0000","-7000.0000","-2200.0000","-5200.0000","-7000.0000","0","0","0","-2200.0000","-5200.0000","-7000.0000","0","","2822@XHKG"
"HTISEC - EDD","3188 HK Equity","3188 HK Equity","36.4000","0","0","","EDD Market Making 1","ETF","","HKD","L","2016-06-13","5000","37.0500","36.4000","182000.0000","-3264.2600","-6000.0000","-9750.0000","-3250.0000","0","0","-14.2600","-6000.0000","-9750.0000","-3264.2600","0","","3188@XHKG"
"HTISEC - EDD","2800 HK Equity","2800 HK Equity","21.7500","0","0","","EDD Market Making 1","ETF","","HKD","L","2016-06-13","0","0.0000","21.7500","0","-3.0000","0","0","0","0","0","-3.0000","0","0","-3.0000","0","","2800@XHKG"
